employee_id,employee_name,department,employment_status,joining_date,service_period,leave_type,start_date,end_date,leave_duration,reason,reason_category,approved
EMP00187,Employee_187,Admin,Contract,2025-02-03,309,Sick,2025-12-13,2025-12-27,15,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00188,Employee_188,HR,Contract,2024-12-20,354,Sick,2026-01-01,2026-01-08,8,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00189,Employee_189,Finance,Probation,2023-11-06,764,Earned,2025-12-23,2026-01-04,13,Dealing with severe migraine attacks requiring rest and medication,Medical,0
EMP00190,Employee_190,Engineering,Contract,2024-01-23,686,Sick,2025-12-13,2025-12-23,11,Dental emergency requiring immediate clinic visit and recovery,Medical,0
EMP00191,Employee_191,Operations,Probation,2025-02-04,308,Earned,2025-12-28,2025-12-30,3,Want to pursue personal hobby project during time off,Other,0
EMP00192,Employee_192,Sales,Probation,2023-09-28,803,Casual,2026-01-01,2026-01-20,20,Religious festival celebration with family gathering,Personal,0
EMP00193,Employee_193,IT,Contract,2024-02-05,673,Casual,2025-12-12,2025-12-28,17,Dental emergency requiring immediate clinic visit and recovery,Medical,0
EMP00194,Employee_194,Sales,Permanent,2023-11-27,743,Earned,2025-12-16,2025-12-21,6,Chronic back pain has worsened and need physiotherapy sessions,Medical,1
EMP00195,Employee_195,Marketing,Permanent,2025-03-02,282,Casual,2025-12-19,2025-12-21,3,Personal commitment to attend cousin's marriage ceremony,Personal,1
EMP00196,Employee_196,Engineering,Contract,2024-01-19,690,Casual,2025-12-22,2026-01-10,20,Moving to new house and need time for relocation activities,Personal,0
EMP00197,Employee_197,Finance,Contract,2025-01-03,340,Emergency,2025-12-23,2025-12-24,2,Child met with an accident and needs immediate care,Emergency,1
EMP00198,Employee_198,Admin,Contract,2024-05-04,584,Emergency,2025-12-27,2026-01-03,8,Home emergency due to natural disaster requiring immediate action,Emergency,0
EMP00199,Employee_199,Marketing,Probation,2023-06-20,903,Emergency,2026-01-03,2026-01-12,10,Sudden family bereavement and funeral ceremony attendance,Emergency,0
EMP00200,Employee_200,IT,Permanent,2024-10-26,409,Casual,2025-12-11,2025-12-19,9,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00201,Employee_201,Sales,Contract,2025-05-12,211,Sick,2025-12-12,2025-12-21,10,Having flu symptoms and doctor advised rest for few days,Medical,0
EMP00202,Employee_202,Admin,Contract,2025-02-10,302,Emergency,2026-01-08,2026-01-10,3,Home emergency due to natural disaster requiring immediate action,Emergency,1
EMP00203,Employee_203,Sales,Permanent,2023-08-12,850,Sick,2025-12-26,2026-01-07,13,Dental emergency requiring immediate clinic visit and recovery,Medical,1
EMP00204,Employee_204,HR,Probation,2024-09-05,460,Sick,2026-01-08,2026-01-18,11,Want to pursue personal hobby project during time off,Other,0
EMP00205,Employee_205,Finance,Permanent,2024-04-30,588,Emergency,2026-01-03,2026-01-07,5,Home emergency due to natural disaster requiring immediate action,Emergency,1
EMP00206,Employee_206,Engineering,Permanent,2025-10-31,39,Earned,2026-01-05,2026-01-11,7,Personal commitment to attend cousin's marriage ceremony,Personal,0
EMP00207,Employee_207,IT,Permanent,2024-04-27,591,Casual,2025-12-13,2025-12-22,10,Planned family vacation to spend quality time together,Personal,0
EMP00208,Employee_208,IT,Contract,2023-05-17,937,Sick,2026-01-05,2026-01-08,4,Dealing with severe migraine attacks requiring rest and medication,Medical,1
EMP00209,Employee_209,Engineering,Contract,2023-01-18,1056,Casual,2025-12-19,2025-12-23,5,Need some days off for personal work and errands,Other,0
EMP00210,Employee_210,Sales,Permanent,2023-08-08,854,Casual,2025-12-26,2025-12-28,3,Taking break for mental health and stress relief,Other,1
EMP00211,Employee_211,Engineering,Probation,2023-04-21,963,Sick,2025-12-21,2026-01-02,13,I am suffering from high fever and need to visit the doctor for checkup,Medical,0
EMP00212,Employee_212,Sales,Permanent,2024-01-02,707,Casual,2026-01-03,2026-01-06,4,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00213,Employee_213,Finance,Permanent,2023-12-18,722,Earned,2026-01-05,2026-01-10,6,Taking time off for self-care and rejuvenation,Other,1
EMP00214,Employee_214,Admin,Contract,2024-11-30,374,Casual,2026-01-01,2026-01-03,3,Need some days off for personal work and errands,Other,1
EMP00215,Employee_215,Operations,Permanent,2025-09-10,90,Casual,2025-12-20,2025-12-21,2,Want to spend time on personal development activities,Other,1
EMP00216,Employee_216,IT,Contract,2023-04-14,970,Earned,2026-01-03,2026-01-04,2,Need time to complete pending personal documentation work,Other,1
EMP00217,Employee_217,Operations,Probation,2025-09-02,98,Earned,2025-12-13,2025-12-21,9,Dental emergency requiring immediate clinic visit and recovery,Medical,0
EMP00218,Employee_218,IT,Contract,2023-06-22,901,Emergency,2025-12-15,2025-12-25,11,Home emergency due to natural disaster requiring immediate action,Emergency,0
EMP00219,Employee_219,Sales,Contract,2024-06-10,547,Sick,2025-12-12,2025-12-25,14,Experiencing severe headache and stomach pain requiring medical attention,Medical,0
EMP00220,Employee_220,Operations,Probation,2025-05-12,211,Sick,2025-12-31,2026-01-10,11,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00221,Employee_221,IT,Permanent,2023-06-13,910,Earned,2025-12-11,2025-12-25,15,Personal reasons requiring few days of absence,Other,0
EMP00222,Employee_222,IT,Probation,2025-08-13,118,Sick,2025-12-21,2026-01-02,13,Experiencing severe headache and stomach pain requiring medical attention,Medical,0
EMP00223,Employee_223,Engineering,Permanent,2023-06-25,898,Sick,2025-12-12,2025-12-16,5,Diagnosed with infection and need time for medication and treatment,Medical,1
EMP00224,Employee_224,Sales,Probation,2025-10-03,67,Casual,2025-12-21,2026-01-04,15,Taking time off for self-care and rejuvenation,Other,0
EMP00225,Employee_225,HR,Contract,2025-03-02,282,Earned,2025-12-20,2026-01-01,13,Planning to attend professional certification exam,Other,0
EMP00226,Employee_226,Marketing,Permanent,2025-10-16,54,Casual,2025-12-26,2026-01-10,16,Want to spend time on personal development activities,Other,0
EMP00227,Employee_227,HR,Probation,2024-06-23,534,Emergency,2025-12-29,2026-01-04,7,Home emergency due to natural disaster requiring immediate action,Emergency,0
EMP00228,Employee_228,Marketing,Permanent,2025-03-06,278,Sick,2025-12-15,2025-12-29,15,Chronic back pain has worsened and need physiotherapy sessions,Medical,1
EMP00229,Employee_229,HR,Contract,2024-02-23,655,Earned,2025-12-27,2025-12-29,3,Planning to attend professional certification exam,Other,1
EMP00230,Employee_230,Operations,Permanent,2024-12-17,357,Earned,2025-12-17,2026-01-02,17,Planned family vacation to spend quality time together,Personal,0
EMP00231,Employee_231,Finance,Permanent,2023-03-03,1012,Sick,2025-12-27,2026-01-07,12,Chronic back pain has worsened and need physiotherapy sessions,Medical,1
EMP00232,Employee_232,Finance,Contract,2025-06-15,177,Sick,2025-12-22,2025-12-31,10,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00233,Employee_233,IT,Probation,2025-07-10,152,Casual,2025-12-30,2026-01-09,11,Parent's birthday celebration and family get together,Personal,0
EMP00234,Employee_234,Admin,Contract,2023-01-14,1060,Earned,2026-01-07,2026-01-11,5,Need break from work for personal well-being,Other,0
EMP00235,Employee_235,Finance,Probation,2023-02-13,1030,Sick,2025-12-26,2025-12-29,4,Moving to new house and need time for relocation activities,Personal,0
EMP00236,Employee_236,Sales,Contract,2024-09-03,462,Earned,2026-01-07,2026-01-23,17,I have a medical appointment scheduled at the hospital for health issues,Medical,0
EMP00237,Employee_237,Operations,Permanent,2024-05-25,563,Casual,2025-12-29,2026-01-07,10,I have a medical appointment scheduled at the hospital for health issues,Medical,0
EMP00238,Employee_238,Finance,Contract,2025-01-27,316,Casual,2026-01-02,2026-01-21,20,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00239,Employee_239,Engineering,Permanent,2025-06-25,167,Sick,2025-12-18,2026-01-05,19,Dealing with severe migraine attacks requiring rest and medication,Medical,0
EMP00240,Employee_240,IT,Contract,2025-10-07,63,Emergency,2025-12-19,2026-01-05,18,Critical emergency involving elderly family member hospitalization,Emergency,0
EMP00241,Employee_241,Admin,Permanent,2023-08-30,832,Earned,2025-12-12,2025-12-26,15,Need some days off for personal work and errands,Other,0
EMP00242,Employee_242,Finance,Probation,2023-08-10,852,Emergency,2025-12-16,2025-12-30,15,Death in the family and need to attend funeral arrangements,Emergency,0
EMP00243,Employee_243,Sales,Contract,2024-02-24,654,Earned,2025-12-14,2025-12-26,13,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,0
EMP00244,Employee_244,HR,Probation,2024-07-31,496,Emergency,2025-12-18,2025-12-21,4,Death in the family and need to attend funeral arrangements,Emergency,0
EMP00245,Employee_245,HR,Permanent,2024-04-23,595,Emergency,2025-12-23,2026-01-11,20,Death in the family and need to attend funeral arrangements,Emergency,0
EMP00246,Employee_246,Sales,Contract,2024-03-08,641,Casual,2025-12-25,2025-12-30,6,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00247,Employee_247,Admin,Probation,2023-02-24,1019,Sick,2025-12-22,2025-12-24,3,Need to undergo surgery and recovery time at home,Medical,0
EMP00248,Employee_248,Marketing,Contract,2023-12-17,723,Sick,2025-12-19,2025-12-20,2,Chronic back pain has worsened and need physiotherapy sessions,Medical,1
EMP00249,Employee_249,Operations,Contract,2025-11-22,17,Sick,2025-12-14,2025-12-27,14,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00250,Employee_250,IT,Probation,2025-09-07,93,Emergency,2025-12-28,2025-12-29,2,Unexpected family crisis requiring immediate travel back home,Emergency,1
EMP00251,Employee_251,Operations,Permanent,2023-10-09,792,Emergency,2025-12-18,2026-01-04,18,Urgent legal matter requiring immediate personal presence,Emergency,0
EMP00252,Employee_252,HR,Permanent,2025-05-24,199,Emergency,2026-01-04,2026-01-15,12,Sudden family bereavement and funeral ceremony attendance,Emergency,1
EMP00253,Employee_253,Sales,Permanent,2024-10-27,408,Emergency,2025-12-11,2025-12-27,17,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00254,Employee_254,Admin,Contract,2023-05-18,936,Casual,2026-01-07,2026-01-26,20,Experiencing severe headache and stomach pain requiring medical attention,Medical,0
EMP00255,Employee_255,Sales,Contract,2024-02-25,653,Casual,2025-12-29,2026-01-10,13,Having flu symptoms and doctor advised rest for few days,Medical,0
EMP00256,Employee_256,Sales,Contract,2023-01-30,1044,Emergency,2025-12-19,2026-01-06,19,Family emergency due to sudden hospitalization of parent requiring immediate attention,Emergency,0
EMP00257,Employee_257,Sales,Probation,2025-04-28,225,Emergency,2025-12-19,2026-01-06,19,Family emergency due to sudden hospitalization of parent requiring immediate attention,Emergency,0
EMP00258,Employee_258,Admin,Probation,2024-08-29,467,Sick,2025-12-25,2026-01-12,19,Want to pursue personal hobby project during time off,Other,0
EMP00259,Employee_259,Marketing,Permanent,2025-04-27,226,Casual,2025-12-24,2025-12-24,1,Need to handle some important personal matters,Other,1
EMP00260,Employee_260,Finance,Probation,2024-10-17,418,Emergency,2026-01-03,2026-01-19,17,Home emergency due to natural disaster requiring immediate action,Emergency,0
EMP00261,Employee_261,Engineering,Contract,2025-03-01,283,Casual,2025-12-20,2026-01-06,18,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00262,Employee_262,IT,Probation,2024-12-19,355,Emergency,2025-12-20,2026-01-06,18,Critical emergency involving elderly family member hospitalization,Emergency,0
EMP00263,Employee_263,Admin,Permanent,2024-07-22,505,Earned,2025-12-19,2026-01-05,18,Religious festival celebration with family gathering,Personal,0
EMP00264,Employee_264,Operations,Contract,2024-10-10,425,Emergency,2025-12-25,2026-01-04,11,Critical emergency involving elderly family member hospitalization,Emergency,0
EMP00265,Employee_265,Operations,Permanent,2023-10-23,778,Emergency,2026-01-03,2026-01-14,12,Critical emergency involving elderly family member hospitalization,Emergency,1
EMP00266,Employee_266,Engineering,Probation,2025-06-30,162,Earned,2025-12-30,2026-01-13,15,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00267,Employee_267,Marketing,Permanent,2024-06-01,556,Earned,2025-12-13,2025-12-17,5,Need break from work for personal well-being,Other,1
EMP00268,Employee_268,Marketing,Permanent,2025-08-27,104,Casual,2025-12-11,2025-12-18,8,Attending important family function out of town,Personal,0
EMP00269,Employee_269,Sales,Contract,2023-04-16,968,Sick,2025-12-10,2025-12-14,5,Experiencing severe headache and stomach pain requiring medical attention,Medical,1
EMP00270,Employee_270,IT,Contract,2023-04-09,975,Emergency,2026-01-03,2026-01-09,7,Unexpected family crisis requiring immediate travel back home,Emergency,0
EMP00271,Employee_271,Operations,Contract,2025-08-09,122,Sick,2025-12-17,2026-01-04,19,I am suffering from high fever and need to visit the doctor for checkup,Medical,0
EMP00272,Employee_272,Finance,Probation,2024-12-13,361,Sick,2026-01-04,2026-01-16,13,Having flu symptoms and doctor advised rest for few days,Medical,0
EMP00273,Employee_273,Engineering,Permanent,2024-04-06,612,Sick,2025-12-19,2025-12-29,11,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,1
EMP00274,Employee_274,Admin,Permanent,2023-02-10,1033,Emergency,2025-12-16,2025-12-24,9,Unexpected family crisis requiring immediate travel back home,Emergency,1
EMP00275,Employee_275,Finance,Contract,2023-05-14,940,Earned,2025-12-10,2025-12-15,6,Personal reasons requiring few days of absence,Other,0
EMP00276,Employee_276,Operations,Contract,2024-11-08,396,Casual,2026-01-06,2026-01-25,20,Dental emergency requiring immediate clinic visit and recovery,Medical,0
EMP00277,Employee_277,IT,Contract,2024-02-06,672,Sick,2025-12-31,2026-01-12,13,Parent's birthday celebration and family get together,Personal,0
EMP00278,Employee_278,Sales,Permanent,2025-11-25,14,Earned,2025-12-17,2025-12-29,13,Having flu symptoms and doctor advised rest for few days,Medical,0
EMP00279,Employee_279,Sales,Probation,2025-11-15,24,Earned,2026-01-01,2026-01-12,12,Attending family wedding ceremony and related functions,Personal,0
EMP00280,Employee_280,HR,Probation,2024-03-20,629,Casual,2025-12-31,2026-01-12,13,Having flu symptoms and doctor advised rest for few days,Medical,0
EMP00281,Employee_281,HR,Contract,2024-04-13,605,Earned,2025-12-17,2026-01-05,20,Moving to new house and need time for relocation activities,Personal,0
EMP00282,Employee_282,Admin,Permanent,2023-05-22,932,Earned,2026-01-01,2026-01-14,14,Taking time off for self-care and rejuvenation,Other,0
EMP00283,Employee_283,Marketing,Permanent,2025-06-24,168,Emergency,2026-01-01,2026-01-17,17,Urgent legal matter requiring immediate personal presence,Emergency,0
EMP00284,Employee_284,HR,Permanent,2023-02-07,1036,Casual,2025-12-27,2026-01-14,19,Moving to new house and need time for relocation activities,Personal,0
EMP00285,Employee_285,Sales,Contract,2023-06-18,905,Sick,2026-01-01,2026-01-07,7,I have a medical appointment scheduled at the hospital for health issues,Medical,0
EMP00286,Employee_286,Admin,Permanent,2023-05-25,929,Casual,2025-12-23,2026-01-08,17,Need break from work for personal well-being,Other,0
EMP00287,Employee_287,Engineering,Contract,2023-05-07,947,Earned,2025-12-22,2025-12-22,1,I am suffering from high fever and need to visit the doctor for checkup,Medical,1
EMP00288,Employee_288,Marketing,Contract,2025-07-12,150,Sick,2025-12-21,2026-01-03,14,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,0
EMP00289,Employee_289,Engineering,Permanent,2023-04-17,967,Sick,2025-12-23,2026-01-01,10,Home renovation work supervision requiring presence,Personal,1
EMP00290,Employee_290,IT,Probation,2023-10-17,784,Emergency,2025-12-22,2026-01-03,13,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00291,Employee_291,HR,Permanent,2023-09-26,805,Casual,2026-01-05,2026-01-12,8,Attending family wedding ceremony and related functions,Personal,0
EMP00292,Employee_292,Operations,Probation,2023-07-24,869,Emergency,2025-12-17,2025-12-24,8,Death in the family and need to attend funeral arrangements,Emergency,0
EMP00293,Employee_293,Operations,Permanent,2025-04-21,232,Sick,2025-12-29,2026-01-11,14,I am suffering from high fever and need to visit the doctor for checkup,Medical,1
EMP00294,Employee_294,Marketing,Permanent,2025-07-24,138,Sick,2025-12-11,2025-12-30,20,I am suffering from high fever and need to visit the doctor for checkup,Medical,0
EMP00295,Employee_295,Marketing,Contract,2025-09-09,91,Emergency,2025-12-17,2025-12-31,15,Family emergency due to sudden hospitalization of parent requiring immediate attention,Emergency,0
EMP00296,Employee_296,Finance,Contract,2024-04-25,593,Casual,2025-12-20,2026-01-07,19,Dealing with severe migraine attacks requiring rest and medication,Medical,0
EMP00297,Employee_297,Sales,Permanent,2024-03-30,619,Casual,2025-12-17,2026-01-02,17,Planning to attend professional certification exam,Other,0
EMP00298,Employee_298,Operations,Permanent,2024-12-15,359,Emergency,2025-12-25,2026-01-11,18,Home renovation work supervision requiring presence,Personal,0
EMP00299,Employee_299,IT,Contract,2024-02-25,653,Emergency,2025-12-14,2025-12-27,14,Death in the family and need to attend funeral arrangements,Emergency,0
EMP00300,Employee_300,Admin,Permanent,2024-09-03,462,Earned,2026-01-04,2026-01-08,5,I am suffering from high fever and need to visit the doctor for checkup,Medical,1
EMP00301,Employee_301,IT,Probation,2022-12-19,1086,Casual,2025-12-17,2025-12-29,13,Need time to complete pending personal documentation work,Other,0
EMP00302,Employee_302,Sales,Contract,2025-06-30,162,Emergency,2025-12-12,2025-12-23,12,Child met with an accident and needs immediate care,Emergency,0
EMP00303,Employee_303,Engineering,Probation,2023-10-28,773,Sick,2025-12-16,2025-12-18,3,Dealing with severe migraine attacks requiring rest and medication,Medical,0
EMP00304,Employee_304,Marketing,Probation,2024-10-07,428,Earned,2026-01-08,2026-01-17,10,Planned family vacation to spend quality time together,Personal,0
EMP00305,Employee_305,Marketing,Contract,2025-04-12,241,Emergency,2026-01-01,2026-01-08,8,Child met with an accident and needs immediate care,Emergency,0
EMP00306,Employee_306,IT,Permanent,2024-02-19,659,Earned,2025-12-24,2026-01-05,13,Personal reasons requiring few days of absence,Other,0
EMP00307,Employee_307,Operations,Probation,2023-12-03,737,Emergency,2025-12-13,2025-12-27,15,Home emergency due to natural disaster requiring immediate action,Emergency,0
EMP00308,Employee_308,Sales,Permanent,2023-11-10,760,Earned,2025-12-11,2025-12-24,14,Need time to complete pending personal documentation work,Other,0
EMP00309,Employee_309,Finance,Permanent,2024-06-22,535,Emergency,2025-12-14,2025-12-23,10,Child met with an accident and needs immediate care,Emergency,1
EMP00310,Employee_310,IT,Contract,2024-07-23,504,Emergency,2025-12-30,2026-01-16,18,Unexpected family crisis requiring immediate travel back home,Emergency,0
EMP00311,Employee_311,Operations,Probation,2023-03-10,1005,Emergency,2026-01-02,2026-01-07,6,Death in the family and need to attend funeral arrangements,Emergency,0
EMP00312,Employee_312,Finance,Contract,2023-03-14,1001,Casual,2025-12-30,2026-01-16,18,Personal commitment to attend cousin's marriage ceremony,Personal,0
EMP00313,Employee_313,Engineering,Permanent,2025-08-31,100,Sick,2025-12-14,2025-12-27,14,Need to undergo surgery and recovery time at home,Medical,1
EMP00314,Employee_314,HR,Contract,2025-02-02,310,Sick,2025-12-26,2026-01-01,7,I am suffering from high fever and need to visit the doctor for checkup,Medical,0
EMP00315,Employee_315,Admin,Contract,2023-03-15,1000,Sick,2025-12-27,2025-12-27,1,I am suffering from high fever and need to visit the doctor for checkup,Medical,1
EMP00316,Employee_316,Engineering,Contract,2024-05-25,563,Earned,2025-12-26,2025-12-26,1,Need to handle some important personal matters,Other,1
EMP00317,Employee_317,Finance,Permanent,2025-05-25,198,Casual,2025-12-16,2025-12-23,8,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,0
EMP00318,Employee_318,Operations,Probation,2024-06-09,548,Emergency,2025-12-21,2025-12-23,3,Home emergency due to natural disaster requiring immediate action,Emergency,0
EMP00319,Employee_319,Marketing,Contract,2024-09-02,463,Earned,2025-12-30,2026-01-01,3,Need some days off for personal work and errands,Other,1
EMP00320,Employee_320,HR,Probation,2023-10-24,777,Emergency,2025-12-25,2026-01-11,18,Experiencing severe headache and stomach pain requiring medical attention,Medical,0
EMP00321,Employee_321,HR,Probation,2023-07-04,889,Earned,2026-01-06,2026-01-24,19,Personal commitment to attend cousin's marriage ceremony,Personal,0
EMP00322,Employee_322,Engineering,Permanent,2024-10-02,433,Emergency,2025-12-11,2025-12-19,9,Critical emergency involving elderly family member hospitalization,Emergency,1
EMP00323,Employee_323,Engineering,Permanent,2024-03-04,645,Sick,2025-12-28,2026-01-03,7,Taking break for mental health and stress relief,Other,1
EMP00324,Employee_324,Operations,Permanent,2024-08-03,493,Emergency,2025-12-20,2026-01-06,18,Death in the family and need to attend funeral arrangements,Emergency,0
EMP00325,Employee_325,HR,Contract,2023-12-31,709,Sick,2025-12-23,2025-12-26,4,I have a medical appointment scheduled at the hospital for health issues,Medical,1
EMP00326,Employee_326,Sales,Contract,2023-09-18,813,Earned,2025-12-30,2025-12-30,1,Chronic back pain has worsened and need physiotherapy sessions,Medical,1
EMP00327,Employee_327,Admin,Permanent,2023-12-11,729,Emergency,2025-12-15,2025-12-28,14,Close relative in critical condition at emergency room,Emergency,1
EMP00328,Employee_328,HR,Contract,2024-04-13,605,Casual,2025-12-12,2025-12-14,3,Want to pursue personal hobby project during time off,Other,1
EMP00329,Employee_329,IT,Contract,2025-01-27,316,Emergency,2025-12-21,2025-12-31,11,Having flu symptoms and doctor advised rest for few days,Medical,0
EMP00330,Employee_330,Admin,Probation,2024-06-04,553,Sick,2025-12-12,2025-12-16,5,Want to spend time on personal development activities,Other,0
EMP00331,Employee_331,IT,Permanent,2025-10-16,54,Sick,2025-12-27,2026-01-07,12,Need to handle some important personal matters,Other,0
EMP00332,Employee_332,Engineering,Probation,2023-08-14,848,Emergency,2026-01-02,2026-01-04,3,Child met with an accident and needs immediate care,Emergency,0
EMP00333,Employee_333,Finance,Contract,2023-10-21,780,Casual,2025-12-18,2025-12-22,5,Planning to attend professional certification exam,Other,0
EMP00334,Employee_334,Admin,Permanent,2025-08-01,130,Casual,2025-12-18,2025-12-31,14,Planning to attend professional certification exam,Other,0
EMP00335,Employee_335,Admin,Permanent,2023-11-30,740,Earned,2026-01-02,2026-01-09,8,Taking time off for self-care and rejuvenation,Other,1
EMP00336,Employee_336,Marketing,Probation,2025-05-03,220,Casual,2025-12-10,2025-12-19,10,Personal reasons requiring few days of absence,Other,0
EMP00337,Employee_337,IT,Probation,2023-06-21,902,Earned,2026-01-05,2026-01-18,14,Need break from work for personal well-being,Other,0
EMP00338,Employee_338,Finance,Probation,2024-02-21,657,Casual,2025-12-20,2026-01-04,16,Attending important family function out of town,Personal,0
EMP00339,Employee_339,Sales,Probation,2023-03-09,1006,Casual,2025-12-22,2026-01-01,11,Need to handle some important personal matters,Other,0
EMP00340,Employee_340,Sales,Permanent,2024-10-25,410,Casual,2025-12-10,2025-12-27,18,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00341,Employee_341,Marketing,Probation,2024-04-21,597,Sick,2025-12-31,2026-01-13,14,Having flu symptoms and doctor advised rest for few days,Medical,0
EMP00342,Employee_342,Marketing,Probation,2025-01-27,316,Emergency,2025-12-12,2025-12-24,13,Urgent legal matter requiring immediate personal presence,Emergency,0
EMP00343,Employee_343,Admin,Contract,2023-09-10,821,Emergency,2025-12-11,2025-12-28,18,Unexpected family crisis requiring immediate travel back home,Emergency,0
EMP00344,Employee_344,HR,Permanent,2024-07-18,509,Earned,2025-12-30,2026-01-04,6,Need some days off for personal work and errands,Other,1
EMP00345,Employee_345,IT,Probation,2023-07-11,882,Sick,2025-12-13,2025-12-13,1,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,1
EMP00346,Employee_346,Marketing,Probation,2023-11-03,767,Emergency,2026-01-03,2026-01-17,15,Sudden family bereavement and funeral ceremony attendance,Emergency,0
EMP00347,Employee_347,Finance,Probation,2025-10-19,51,Emergency,2025-12-19,2025-12-22,4,Urgent situation at home needs immediate presence and resolution,Emergency,0
EMP00348,Employee_348,HR,Contract,2025-02-21,291,Earned,2025-12-20,2025-12-29,10,Need to undergo surgery and recovery time at home,Medical,0
EMP00349,Employee_349,Admin,Probation,2023-04-08,976,Sick,2026-01-02,2026-01-16,15,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00350,Employee_350,HR,Probation,2025-09-08,92,Sick,2026-01-06,2026-01-06,1,I have a medical appointment scheduled at the hospital for health issues,Medical,1
EMP00351,Employee_351,Finance,Contract,2024-07-27,500,Casual,2025-12-15,2026-01-01,18,Want to spend time on personal development activities,Other,0
EMP00352,Employee_352,IT,Probation,2024-08-21,475,Emergency,2025-12-15,2025-12-20,6,Close relative in critical condition at emergency room,Emergency,0
EMP00353,Employee_353,IT,Permanent,2024-10-30,405,Emergency,2025-12-23,2026-01-10,19,Child met with an accident and needs immediate care,Emergency,0
EMP00354,Employee_354,Marketing,Probation,2025-08-02,129,Sick,2025-12-15,2026-01-01,18,Need to undergo surgery and recovery time at home,Medical,0
EMP00355,Employee_355,Admin,Permanent,2024-06-19,538,Emergency,2025-12-30,2026-01-15,17,Close relative in critical condition at emergency room,Emergency,0
EMP00356,Employee_356,IT,Contract,2025-04-19,234,Earned,2026-01-06,2026-01-17,12,Dealing with severe migraine attacks requiring rest and medication,Medical,0
EMP00357,Employee_357,Finance,Contract,2024-04-08,610,Sick,2025-12-20,2025-12-24,5,Taking break for mental health and stress relief,Other,0
EMP00358,Employee_358,Finance,Contract,2023-10-05,796,Emergency,2025-12-14,2026-01-02,20,Close relative in critical condition at emergency room,Emergency,0
EMP00359,Employee_359,Finance,Probation,2024-12-19,355,Casual,2025-12-19,2026-01-03,16,Moving to new house and need time for relocation activities,Personal,0
EMP00360,Employee_360,Sales,Probation,2025-08-21,110,Earned,2025-12-25,2025-12-25,1,Planned family vacation to spend quality time together,Personal,0
EMP00361,Employee_361,IT,Contract,2023-02-07,1036,Emergency,2025-12-31,2026-01-13,14,Home emergency due to natural disaster requiring immediate action,Emergency,0
EMP00362,Employee_362,Admin,Permanent,2025-06-22,170,Sick,2025-12-19,2025-12-26,8,Personal commitment to attend cousin's marriage ceremony,Personal,0
EMP00363,Employee_363,Admin,Contract,2023-02-28,1015,Sick,2025-12-13,2025-12-31,19,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,0
EMP00364,Employee_364,Sales,Contract,2025-09-14,86,Emergency,2025-12-16,2026-01-02,18,Urgent situation at home needs immediate presence and resolution,Emergency,0
EMP00365,Employee_365,Marketing,Probation,2025-10-03,67,Emergency,2025-12-21,2025-12-29,9,Urgent situation at home needs immediate presence and resolution,Emergency,0
EMP00366,Employee_366,Admin,Permanent,2024-08-10,486,Casual,2026-01-01,2026-01-19,19,Need break from work for personal well-being,Other,0
EMP00367,Employee_367,IT,Permanent,2025-02-26,286,Casual,2026-01-04,2026-01-10,7,Cultural event participation with family members,Personal,0
EMP00368,Employee_368,Sales,Contract,2024-05-12,576,Casual,2026-01-01,2026-01-11,11,Planning to attend professional certification exam,Other,0
EMP00369,Employee_369,Operations,Contract,2025-05-27,196,Casual,2026-01-08,2026-01-21,14,Religious festival celebration with family gathering,Personal,0
EMP00370,Employee_370,Finance,Contract,2025-03-12,272,Casual,2026-01-01,2026-01-05,5,Need time to complete pending personal documentation work,Other,0
EMP00371,Employee_371,IT,Probation,2025-02-20,292,Earned,2025-12-22,2026-01-04,14,I have a medical appointment scheduled at the hospital for health issues,Medical,0
EMP00372,Employee_372,HR,Probation,2023-01-18,1056,Earned,2025-12-24,2026-01-04,12,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00373,Employee_373,Engineering,Contract,2025-06-01,191,Emergency,2026-01-06,2026-01-17,12,Planned family vacation to spend quality time together,Personal,0
EMP00374,Employee_374,IT,Permanent,2023-03-01,1014,Earned,2026-01-05,2026-01-15,11,Diagnosed with infection and need time for medication and treatment,Medical,1
